,logFC,AveExpr,t,P.Value,adj.P.Val,B
LOC108179035,-0.148577226,2.129172889,-0.815084915,0.438172078,0.628777952,-6.023554198
neurl1ab,-0.178960441,1.892843298,-0.814967799,0.438235408,0.628797147,-5.953433101
gjd4,-0.237535362,0.423738768,-0.814908123,0.43826768,0.628797147,-5.568997816
npm3,-0.057842037,4.646116647,-0.814862188,0.438292522,0.628797147,-6.759117627
dapp1,0.242848415,0.075383952,0.81484466,0.438302001,0.628797147,-5.498438888
soul5,-0.086883782,4.268395503,-0.814733562,0.438362089,0.628841548,-6.660599004
zmiz1a,-0.040110263,6.749614228,-0.814664398,0.438399499,0.628853413,-7.153951048
LOC562053,-0.114044993,2.353549086,-0.814526347,0.438474177,0.628866794,-6.091479258
commd4,0.134747211,3.08365607,0.814517905,0.438478744,0.628866794,-6.319816048
faima,-0.094741398,2.635575522,-0.814442145,0.438519729,0.628866794,-6.176820518
LOC101885776,0.124403209,1.796160875,0.814431687,0.438525387,0.628866794,-5.931893219
kirrel3a,-0.070522005,4.033823891,-0.814260654,0.438617926,0.628922322,-6.597295063
map3k10,0.083129048,3.475359697,0.814208227,0.438646294,0.628922322,-6.438961216
taf13,0.275762689,0.00646001,0.81419854,0.438651536,0.628922322,-5.484524723
nup107,0.057686111,5.812230936,0.81410661,0.438701283,0.628951863,-7.012687569
dpm1,0.092592115,3.565577883,0.813679133,0.438932661,0.629223223,-6.46666998
irx5a,-0.061450645,5.567787759,-0.813649186,0.438948873,0.629223223,-6.965130912
ncstn,-0.061438962,4.720606833,-0.813385009,0.439091907,0.629386454,-6.7787231
csf1a,-0.167026555,1.412065592,-0.813314634,0.439130016,0.629392756,-5.81796367
znf521,-0.180197875,1.729914291,-0.813269179,0.439154632,0.629392756,-5.906710847
slc22a13b,-0.132131857,2.214800478,-0.813072917,0.439260926,0.62950329,-6.050624969
LOC101882060,-0.113690397,2.604379208,-0.8127061,0.439459638,0.629684354,-6.168315534
dolk,0.126503464,2.358939353,0.81269543,0.439465419,0.629684354,-6.099083129
LOC110438115,-0.141255798,2.749103239,-0.812638667,0.439496175,0.629684354,-6.21169248
gtpbp8,-0.124592718,1.594285819,-0.812572639,0.439531952,0.629684354,-5.870270509
zgc:172121,-0.40033874,-0.00233108,-0.812564434,0.439536398,0.629684354,-5.476903241
panx1a,-0.059809517,4.257355579,-0.812516566,0.439562337,0.629684354,-6.660307694
tmem39a,0.090201966,5.620025455,0.812359891,0.439647243,0.629763428,-6.978676744
LOC568758,-0.114692152,2.610292932,-0.81230702,0.439675898,0.629763428,-6.170806989
fastkd2,0.082741602,4.003657376,0.811859718,0.439918376,0.630044854,-6.594289085
men1,0.062468491,4.165897968,0.811836863,0.439930768,0.630044854,-6.63891959
ahsa1b,-0.060930199,5.305992402,-0.811635638,0.440039882,0.630096078,-6.913444824
aaas,0.051407443,5.906783781,0.811612885,0.440052221,0.630096078,-7.031478627
tmem114,0.318528084,-0.588024225,0.811589351,0.440064984,0.630096078,-5.369626008
pcnp,-0.058983845,4.93470432,-0.811486551,0.440120737,0.630096078,-6.831332396
zpr1,-0.232408511,2.799597052,-0.811481664,0.440123387,0.630096078,-6.224827135
htr7b,0.385905142,-1.34289242,0.81144787,0.440141716,0.630096078,-5.240549335
rbms2a,-0.094164182,4.005223943,-0.811311908,0.440215463,0.630159851,-6.591034313
si:ch211-106h11.3,0.061284517,4.18569788,0.811212323,0.440269485,0.63019538,-6.644850822
edem3,-0.053365511,6.061212315,-0.811136678,0.440310523,0.630212322,-7.05676375
nphs2,-0.242340413,0.659120455,-0.811046306,0.440359553,0.6302407,-5.626112895
rx3,-0.108655786,2.776518211,-0.810951409,0.440411043,0.630272594,-6.222557939
prlhr2a,0.202283459,0.21004948,0.810856431,0.44046258,0.630304552,-5.529986999
b9d1,0.100447742,2.956522486,0.810631849,0.440584462,0.630403916,-6.283054528
smim12,0.093030554,3.494338049,0.810620836,0.440590439,0.630403916,-6.447909705
pcnx1,-0.05921979,6.209132158,-0.810541424,0.440633542,0.630418907,-7.081276842
lrrc4ba,0.453529648,0.024101922,0.810493898,0.44065934,0.630418907,-5.491521128
slc35b2,0.061539727,4.840065042,0.810387373,0.440717166,0.630459841,-6.812430632
slc25a1b,-0.06260732,5.299963014,-0.810318568,0.440754519,0.630471483,-6.91322022
pip4k2aa,0.071105693,4.066870876,0.810099967,0.440873207,0.630599462,-6.613306471
ccnl1a,-0.648001724,3.188285989,-0.809957361,0.440950646,0.630668427,-6.326556024
plxna1a,-0.040202091,5.566627663,-0.809305902,0.441304526,0.631092055,-6.968940875
lhx2b,0.043784835,5.544310862,0.809304433,0.441305324,0.631092055,-6.965785676
si:dkey-162b23.4,-0.047082507,4.973540671,-0.809200844,0.441361613,0.631122099,-6.842478913
bzw2,0.05276251,5.733245955,0.809158134,0.441384822,0.631122099,-7.00212494
erich2,0.165729927,0.662834478,0.80891649,0.441516151,0.631268057,-5.633243204
ttf1.2,-0.108926931,2.450490928,-0.808719555,0.441623202,0.631379286,-6.125376018
si:busm1-57f23.1,0.095272339,3.901423497,0.808605425,0.441685249,0.631426162,-6.568555274
prep,0.06581192,4.591739927,0.808279944,0.44186223,0.631565422,-6.75353377
pmfbp1,-0.073866521,4.952614074,-0.808277892,0.441863346,0.631565422,-6.837883322
bod1,0.084756749,3.91669658,0.808240334,0.441883772,0.631565422,-6.572891561
cpsf3,0.042575881,5.570990748,0.808211008,0.441899721,0.631565422,-6.971873134
fbxo18,-0.081923464,4.107508666,-0.807917223,0.442059518,0.631751967,-6.622763504
pkd2,0.052013001,4.905080675,0.807831906,0.442105932,0.631753987,-6.829669932
qrsl1,0.125470611,2.843186984,0.807807005,0.442119479,0.631753987,-6.250647826
npdc1a,-0.0553748,4.895997121,-0.807737039,0.442157545,0.63176655,-6.825495533
ddx10,-0.072200543,4.475945896,-0.807655402,0.442201963,0.631771057,-6.72150196
sde2,-0.141566382,3.668252595,-0.807623635,0.442219248,0.631771057,-6.495833016
brd2a,0.037673081,6.885487312,0.807428453,0.442325461,0.631845441,-7.177213317
thsd1,-0.113956981,2.679596857,-0.807386761,0.442348151,0.631845441,-6.19596415
usp34,-0.064976381,5.934468615,-0.807366555,0.442359148,0.631845441,-7.038126432
akap10,0.051835425,5.072318448,0.806917884,0.442603381,0.632152453,-6.868670493
tshz2,0.041591557,5.560793495,0.806720394,0.442710913,0.632264193,-6.97113335
myo15b,-0.086142775,4.828030103,-0.806449759,0.442858302,0.632432835,-6.809883256
paplnb,0.280283659,-0.37063303,0.806356704,0.442908987,0.632463366,-5.414797829
zbtb8os,-0.098870514,3.630173666,-0.806280736,0.442950369,0.632476869,-6.48676904
irf2bp1,-0.055347251,6.114581567,-0.806231744,0.442977057,0.632476869,-7.069635323
cyp27a1.4,0.149051608,2.1920633,0.806055464,0.443073095,0.63257214,-6.055506726
sco2,0.118987065,2.533591334,0.805663701,0.44328658,0.632795787,-6.157447884
si:ch211-237l4.6,0.154023707,1.931602295,0.805620872,0.443309923,0.632795787,-5.979184533
hs6st1a,0.048738385,4.902367649,0.805606586,0.44331771,0.632795787,-6.830852625
naa35,0.050085685,5.63783974,0.805500091,0.443375758,0.632809508,-6.987323563
si:dkey-19a16.7,-0.310566261,0.529471161,-0.805448835,0.443403698,0.632809508,-5.599024701
tub,-0.05036496,4.600583608,-0.805415485,0.443421878,0.632809508,-6.755757104
akap6,0.043535567,5.818584521,0.80537378,0.443444613,0.632809508,-7.020918062
zgc:64065,0.329758352,-0.458068915,0.805302896,0.443483257,0.632811301,-5.398721619
lyrm5b,-0.14977104,2.039518465,-0.805263905,0.443504515,0.632811301,-6.004695778
dph6,-0.13210166,2.723471011,-0.805205413,0.443536405,0.632814965,-6.210564132
xdh,0.096209251,4.810906634,0.805100542,0.443593587,0.63285471,-6.81049637
sfi1,-0.082986075,3.311379505,-0.804943853,0.443679032,0.63293477,-6.392921741
si:dkey-262g12.9,0.244891327,-0.144010515,0.804776369,0.443770377,0.633013982,-5.460698142
cyp2p9,0.080753372,4.057378957,0.804645261,0.44384189,0.633013982,-6.615215123
ralbp1,-0.04830998,5.284636363,-0.804632465,0.44384887,0.633013982,-6.915096316
casp8ap2,-0.072379691,4.251698279,-0.804626935,0.443851887,0.633013982,-6.664883851
si:dkey-23k10.3,-0.293569999,-0.887765246,-0.804332472,0.444012535,0.633201251,-5.316652783
pygo1,-0.207446152,0.394610296,-0.804274951,0.444043921,0.633204167,-5.57137236
upf1,-0.041317731,7.276808587,-0.804008583,0.444189283,0.633369602,-7.221450639
maco1a,-0.065167897,4.482219461,-0.803841389,0.44428054,0.633457871,-6.726609717
LOC101883600,-0.177069605,1.775113936,-0.803781153,0.444313421,0.633462902,-5.928128963
stpg2,0.088174899,3.315388438,0.803723351,0.444344975,0.63346604,-6.399454487
LOC108190036,-0.331299042,-0.624196457,-0.803348698,0.444549534,0.63364775,-5.364164875
brinp2,0.073131927,4.746318218,0.803338923,0.444554872,0.63364775,-6.795940622
LOC137487611,-0.087816753,3.063440935,-0.80332858,0.44456052,0.63364775,-6.317889364
emc9,0.111186685,3.444618569,0.803173307,0.444645318,0.633726761,-6.439307307
rab34a,-0.439520405,0.135085734,-0.80308711,0.444692397,0.633752006,-5.511258658
golt1a,-0.215217903,1.646204327,-0.803002213,0.44473877,0.633776241,-5.889957212
pak6,-0.124943729,2.83861667,-0.802882755,0.444804025,0.633827379,-6.247945034
hint2,-0.11041943,3.259059726,-0.802754425,0.444874135,0.633885428,-6.37769285
cog8,0.094158724,3.809162871,0.802323712,0.445109497,0.634178917,-6.547248064
klf6a,-0.044879615,6.699498834,-0.802141825,0.445208915,0.63427869,-7.15805441
tecra,0.147701941,1.390605365,0.802011076,0.44528039,0.634315781,-5.825618217
LOC101883622,-0.086177584,3.802106885,-0.801986668,0.445293734,0.634315781,-6.541190532
camta1a,0.134056337,4.498009565,0.801817214,0.445386381,0.634380195,-6.736542283
bora,0.21774439,0.247777104,0.801796433,0.445397744,0.634380195,-5.545241542
cldnd1b,-0.059499287,4.36216892,-0.801676646,0.445463245,0.634431617,-6.697249592
LOC101882765,0.082035166,3.300220504,0.801124597,0.445765199,0.634785269,-6.396830976
trmo,-0.167504584,0.874822707,-0.801115111,0.445770389,0.634785269,-5.687017415
lhx5,0.068288387,4.266952448,0.800793143,0.44594656,0.634994241,-6.675395936
hyls1,-0.126437952,2.566965579,-0.800650666,0.446024535,0.635024258,-6.166919961
dtl,0.116018829,2.429732097,0.800531772,0.44608961,0.635024258,-6.130280333
qpctlb,0.154066268,1.361904824,0.800530741,0.446090175,0.635024258,-5.818954662
tcf12,-0.040364475,6.865357138,-0.800490484,0.44611221,0.635024258,-7.179822175
marchf8,0.05733486,4.644748732,0.800473606,0.446121449,0.635024258,-6.773136424
LOC110438632,0.277292744,0.055482201,0.800336692,0.446196399,0.635024258,-5.50546531
entpd5a,-0.08519332,3.923508657,-0.800287161,0.446223515,0.635024258,-6.577478908
otoa,0.087691941,4.470940334,0.800254694,0.446241291,0.635024258,-6.729797762
prtgb,0.092676268,4.751404101,0.800238231,0.446250304,0.635024258,-6.800055479
dclre1c,-0.096764023,2.660353181,-0.800103613,0.446324011,0.635024258,-6.196086391
c24h7orf50,-0.12574085,3.033970432,-0.800103132,0.446324275,0.635024258,-6.309765332
calhm1,-0.257579368,-0.341785286,-0.800092081,0.446330326,0.635024258,-5.420436346
LOC100330629,-0.058092079,8.14262953,-0.800055845,0.446350168,0.635024258,-7.301987086
si:dkey-204f11.64,-0.074430352,4.39707016,-0.799896448,0.446437457,0.635068858,-6.707471198
atxn7l3a,-0.060360071,4.322922313,-0.799891126,0.446440371,0.635068858,-6.688215365
LOC100000752,-0.151329931,1.872086621,-0.799733398,0.446526758,0.635108446,-5.960065513
lrrc23,-0.215578637,-0.043908789,-0.799732848,0.446527059,0.635108446,-5.481044206
prkdc,0.079263643,4.958222424,0.799551349,0.446626479,0.63520799,-6.849484986
tmc2b,0.197844683,1.221020011,0.799307114,0.446760287,0.635314601,-5.781680674
mat2al,-0.10656322,3.391348434,-0.799274165,0.446778341,0.635314601,-6.421062484
gna14a,0.179538917,1.77681472,0.799222248,0.446806789,0.635314601,-5.939309209
tnfaip8l2a,-0.215461978,1.155775688,-0.799199611,0.446819193,0.635314601,-5.759153784
tmem60,-0.108236884,2.260790259,-0.799071004,0.44688967,0.635366368,-6.076583465
LOC103910007,0.131605805,3.015559418,0.798951078,0.446955397,0.635366368,-6.311537119
nup188,-0.057429188,6.080817681,-0.798937619,0.446962773,0.635366368,-7.07018203
zgc:113102,-0.106743303,2.5672739,-0.798918293,0.446973366,0.635366368,-6.16872457
gem,-0.089867487,3.132116352,-0.798710879,0.44708706,0.635486125,-6.342705455
kiaa1958,0.060779802,4.906504134,0.798644002,0.447123722,0.635496381,-6.837682615
pde2a,-0.073353384,4.751336547,-0.798332411,0.447294566,0.635697335,-6.798482524
eif2d,0.081165086,3.980866734,0.798273421,0.447326916,0.635701446,-6.599223602
gria4a,0.041927856,7.117423555,0.798178801,0.447378806,0.635727258,-7.210514315
lin54,-0.053606522,5.042057794,-0.798132876,0.447403994,0.635727258,-6.867193895
pon1,0.093681008,3.270175552,0.797887339,0.447538675,0.635876762,-6.390540232
zgc:112998,-0.18998263,1.427392671,-0.797800698,0.447586205,0.635896448,-5.833306809
vars1,-0.039607454,6.374536168,-0.797754663,0.447611461,0.635896448,-7.117387072
e2f4,0.166683001,3.537166756,0.797664026,0.447661189,0.635925232,-6.472728566
sfrp1a,-0.077952817,4.067476319,-0.797568178,0.447713781,0.635958079,-6.620103493
olfml2a,0.09279976,3.093834215,0.797224384,0.447902452,0.636184206,-6.336792803
schip1,-0.046495416,5.474810247,-0.797129336,0.447954624,0.636195392,-6.960683123
LOC100334219,-0.377798102,-0.289400159,-0.797068958,0.447987767,0.636195392,-5.43156744
pdzrn3b,0.094024402,4.483159264,0.797048922,0.447998766,0.636195392,-6.735887583
cldn26,0.292427336,-0.628801013,0.796766588,0.448153772,0.636371434,-5.372785511
si:dkey-16n15.6,-0.206047869,0.746095155,-0.796715713,0.448181707,0.636371434,-5.658492866
slc25a15b,0.085329885,3.755169174,0.796430677,0.44833824,0.636551814,-6.536369513
rnf19b,-0.051857028,5.218276111,-0.796269092,0.448426994,0.636635942,-6.90774462
jagn1b,0.077774921,4.234679756,0.796053385,0.448545495,0.636742045,-6.670743514
LOC137490059,-0.182108898,0.650516162,-0.796025638,0.448560739,0.636742045,-5.636718196
cdk6,0.12237475,2.701094133,0.795930377,0.448613079,0.636774458,-6.216752879
mxd3,0.091067429,3.253316877,0.795876349,0.448642766,0.636774715,-6.386818358
tmem106c,-0.061831896,3.931003564,-0.79579077,0.448689793,0.636797809,-6.583950289
gnrhr1,0.181427649,1.692732606,0.795739345,0.448718052,0.636797809,-5.917581537
LOC110438157,-0.273914724,-0.510695619,-0.795636727,0.448774449,0.636835966,-5.391433337
adgrg11,0.272997151,-0.415375497,0.794955765,0.449148808,0.637325296,-5.414482276
svopa,0.060428245,4.671542952,0.794513241,0.449392199,0.637628735,-6.784759662
tmem107,-0.095131712,3.385392092,-0.794261213,0.449530857,0.63778354,-6.423732578
adam15,-0.102132158,3.097849373,-0.794161874,0.449585518,0.637819159,-6.335485116
krt222,0.054508029,4.462110618,0.794058612,0.449642342,0.637825752,-6.731988125
zgc:158412,-0.203378608,1.006626507,-0.794046015,0.449649274,0.637825752,-5.725414046
hmcn1,-0.075187285,5.326352048,-0.793974452,0.449688658,0.637830172,-6.932221356
si:dkey-21a6.5,-0.07123118,4.104621468,-0.793932947,0.449711501,0.637830172,-6.633810503
si:dkey-285b23.4,0.197572383,0.301769952,0.79381156,0.449778312,0.637883009,-5.563061448
oxtra,-0.133970272,1.985181579,-0.793701058,0.449839138,0.637896253,-5.998342018
epas1b,0.161242833,2.886530547,0.7936872,0.449846767,0.637896253,-6.276525687
lsm3,0.089736768,3.952900137,0.793317066,0.45005055,0.638143294,-6.595668843
atcayb,0.071421554,3.523217066,0.793145726,0.450144906,0.63823515,-6.470353421
LOC103908739,0.182344957,1.954807538,0.793029346,0.450209003,0.638276434,-5.996417615
LOC103909649,-0.095777547,3.636573208,-0.792985461,0.450233175,0.638276434,-6.500084167
zmynd10,-0.318901335,0.145198953,-0.792741061,0.450367805,0.638425355,-5.524157414
lpla,0.044486127,5.876049396,0.792280049,0.450621832,0.638732934,-7.041975809
wdr26a,-0.051828374,6.323249523,-0.792200014,0.450665942,0.638732934,-7.114224055
cfap300,0.24591471,-0.678389858,0.792186168,0.450673573,0.638732934,-5.366895966
LOC100005990,-0.072637652,5.390697844,-0.79187426,0.45084551,0.638927921,-6.947531435
si:dkey-256h2.1,-0.190344666,1.618269322,-0.79182918,0.450870363,0.638927921,-5.891528821
pcdh1g11,0.036111622,7.4741566,0.791630307,0.450980016,0.639041348,-7.251125168
vps37bb,-0.112837736,3.315562244,-0.791553722,0.451022248,0.63905923,-6.404583637
rasd3,0.205851942,0.55919669,0.791248142,0.451190783,0.639239296,-5.622960066
zgc:174696,-0.290769756,-0.466897113,-0.791215893,0.451208572,0.639239296,-5.402513259
mfsd8,0.219820265,4.013601235,0.7910513,0.451299369,0.639294072,-6.616337889
h1-0,-0.114895475,8.760262828,-0.791038407,0.451306482,0.639294072,-7.3569879
agbl4,0.166015666,1.39767617,0.790937964,0.451361897,0.639330606,-5.83682602
apoa1a,0.085004826,10.45570111,0.79084557,0.451412876,0.639332634,-7.474643307
tsc1b,-0.12170332,3.405613611,-0.790827987,0.451422579,0.639332634,-6.431938823
lrfn4a,0.072592841,4.032802635,0.790596024,0.451550585,0.639471958,-6.620035762
drd5a,-0.126364258,3.640471451,-0.790316464,0.451704889,0.639648505,-6.502616184
cldn15b,0.115591117,2.603707729,0.790223924,0.451755974,0.639673845,-6.191121978
LOC110440084,-0.248861112,0.419777339,-0.790176665,0.451782065,0.639673845,-5.587051374
zgc:153932,-0.214242006,3.012010443,-0.790085184,0.451832572,0.639703388,-6.308027597
chst3a,0.195345708,1.331125545,0.789899855,0.451934904,0.639806295,-5.819174907
cyp3c4,-0.143905469,2.902283442,-0.789778574,0.45200188,0.639858221,-6.27704259
neurl1aa,-0.076819132,4.416165996,-0.78969996,0.452045297,0.639858221,-6.720738726
si:ch1073-59l16.1,-0.194046167,0.315161536,-0.789610481,0.452094718,0.639858221,-5.565118519
sh3bp5a,0.050568739,5.500649144,0.789595433,0.452103029,0.639858221,-6.973686865
nsfb,-0.065117422,4.813396066,-0.789565019,0.452119828,0.639858221,-6.820799433
iba57,-0.08335771,3.430981952,-0.789305295,0.452263305,0.639996901,-6.441778593
wars1,-0.108031145,2.957336196,-0.78927154,0.452281954,0.639996901,-6.295950579
kcnn3,0.067853086,4.420337781,0.789184068,0.452330284,0.639996901,-6.725458781
tlk1a,-0.049153331,5.499030242,-0.789122483,0.452364312,0.639996901,-6.972124934
nrn1b,-0.271623231,-0.169298395,-0.789119254,0.452366097,0.639996901,-5.462754878
zgc:114188,0.033735309,9.49335907,0.788965469,0.452451078,0.64006632,-7.411383941
rpl10,0.055560807,9.277529706,0.78892312,0.452474481,0.64006632,-7.396377464
ptk2ab,-0.037585848,5.893216695,-0.788861774,0.452508385,0.640072325,-7.046670823
asah2,-0.087301959,4.390378812,-0.788803932,0.452540354,0.640075592,-6.71456168
mettl5,-0.103572941,2.82276128,-0.788706519,0.452594197,0.640109795,-6.254785928
spg7,-0.217201572,3.798189705,-0.788598725,0.452653783,0.640147021,-6.545604151
ptpn2a,0.091054636,3.192807116,0.788551585,0.452679843,0.640147021,-6.374087127
tie1,0.06464681,4.016905097,0.78840438,0.452761226,0.640212643,-6.617003084
mrpl9,0.075483348,3.824966675,0.788347934,0.452792435,0.640212643,-6.562816535
si:dkey-6e2.2,-0.080886952,3.801766087,-0.788306681,0.452815244,0.640212643,-6.552754763
drg1,0.041997476,5.416446344,0.788047113,0.452958783,0.640373632,-6.957673015
isy1,0.060172259,4.225182326,0.787909808,0.453034724,0.640437288,-6.674703399
zcchc10,0.097908756,2.739292186,0.787850072,0.453067765,0.640437288,-6.234291932
kndc1,-0.124971757,2.399036809,-0.787804747,0.453092837,0.640437288,-6.12671247
si:dkey-56e3.3,-0.100642055,2.736615723,-0.787620526,0.453194748,0.640539385,-6.229618351
cxxc1b,0.139638546,3.800097773,0.787433773,0.453298076,0.64064347,-6.557493929
htt,-0.058781164,6.256893034,-0.787221022,0.453415808,0.640767896,-7.108037108
rab11a,0.104914267,6.224806789,0.78692557,0.453579338,0.640957026,-7.105201137
pmm2,-0.076303135,3.267545728,-0.786762113,0.453669828,0.641042922,-6.394353364
bahcc1b,-0.040303672,6.273164908,-0.786642697,0.453735944,0.64109437,-7.111269956
ftsj1,0.172439898,2.794797176,0.78631955,0.45391489,0.641305221,-6.253811959
si:ch211-198n5.11,0.132821512,3.140313932,0.78620898,0.453976131,0.641333365,-6.361032085
znf804b,-0.090100465,3.422114714,-0.786176275,0.453994246,0.641333365,-6.441494251
prex2,0.050627368,4.896514721,0.786035886,0.454072012,0.641358292,-6.845615766
ppp1r16a,-0.11684642,2.521313652,-0.785968989,0.454109071,0.641358292,-6.165167872
